activity_id,rep_id,doctor_id,product_id,meeting_date,calls,visits,samples_distributed,meeting_type,engagement_score
C02807,R051,D0615,P006,2024-07-16,3,2,4,In-person,0.995
C02808,R049,D0488,P004,2024-07-29,1,2,5,Clinic Camp,0.955
C02809,R023,D0763,P006,2024-07-12,1,2,5,Clinic Camp,0.931
C02810,R067,D0175,P001,2024-07-21,3,1,1,In-person,0.876
C02811,R043,D0449,P005,2024-07-05,2,2,2,In-person,0.967
C02812,R040,D0162,P006,2024-07-18,1,1,5,Virtual,0.739
C02813,R010,D0426,P008,2024-07-11,4,2,6,In-person,1.04
C02814,R042,D0025,P003,2024-07-29,4,1,6,Clinic Camp,1.063
C02815,R032,D0419,P005,2024-07-25,3,1,6,In-person,0.827
C02816,R006,D0006,P004,2024-07-07,3,1,4,In-person,0.963
C02817,R014,D0288,P003,2024-07-20,4,1,3,In-person,0.884
C02818,R018,D0394,P006,2024-07-11,4,1,5,In-person,1.131
C02819,R072,D0289,P005,2024-07-14,1,2,0,In-person,0.768
C02820,R065,D0434,P007,2024-07-15,1,1,6,Clinic Camp,0.934
C02821,R057,D0132,P001,2024-07-26,2,1,6,In-person,0.871
C02822,R014,D0597,P002,2024-07-09,2,1,3,In-person,0.814
C02823,R005,D0731,P005,2024-07-01,4,2,3,In-person,1.133
C02824,R047,D0340,P005,2024-07-06,3,1,3,In-person,0.927
C02825,R061,D0019,P008,2024-07-26,4,2,0,Clinic Camp,1.005
C02826,R058,D0044,P006,2024-07-10,3,2,1,Clinic Camp,0.926
C02827,R070,D0514,P001,2024-07-02,3,2,5,In-person,0.998
C02828,R029,D0828,P004,2024-07-13,4,1,0,In-person,1.109
C02829,R064,D0711,P007,2024-07-27,3,2,4,Virtual,0.878
C02830,R012,D0318,P007,2024-07-28,4,1,2,Virtual,0.86
C02831,R029,D0453,P007,2024-07-30,2,1,0,Clinic Camp,0.874
C02832,R072,D0097,P004,2024-07-22,2,2,4,In-person,1.03
C02833,R063,D0012,P001,2024-07-26,3,1,1,Virtual,0.794
C02834,R057,D0717,P002,2024-07-24,4,1,3,In-person,0.834
C02835,R055,D0456,P007,2024-07-01,1,2,6,Clinic Camp,1.01
C02836,R046,D0418,P003,2024-07-13,3,1,4,In-person,0.838
C02837,R045,D0246,P007,2024-07-17,1,2,6,In-person,0.869
C02838,R010,D0216,P001,2024-07-15,4,1,2,In-person,0.964
C02839,R037,D0839,P004,2024-07-26,3,2,2,In-person,0.89
C02840,R036,D0766,P008,2024-07-31,1,2,4,In-person,0.946
C02841,R029,D0678,P002,2024-07-17,1,1,0,In-person,0.712
C02842,R038,D0347,P001,2024-07-03,3,2,5,In-person,0.959
C02843,R035,D0600,P003,2024-07-12,1,2,2,Virtual,0.772
C02844,R003,D0226,P001,2024-07-07,1,2,3,In-person,0.958
C02845,R046,D0441,P005,2024-07-15,1,1,3,In-person,0.742
C02846,R033,D0132,P002,2024-07-08,1,1,0,In-person,0.759
C02847,R024,D0568,P002,2024-07-03,2,1,2,In-person,0.815
C02848,R032,D0129,P005,2024-07-06,3,1,0,In-person,0.71
C02849,R053,D0699,P003,2024-07-16,4,2,4,In-person,1.142
C02850,R050,D0628,P006,2024-07-05,3,2,4,In-person,1.098
C02851,R060,D0118,P008,2024-07-01,4,1,0,In-person,1.067
C02852,R043,D0449,P008,2024-07-09,4,2,0,In-person,0.858
C02853,R068,D0315,P006,2024-07-20,1,1,5,In-person,0.547
C02854,R058,D0306,P008,2024-07-20,3,2,2,In-person,1.027
C02855,R032,D0106,P006,2024-07-13,1,1,5,In-person,0.752
C02856,R054,D0643,P001,2024-07-21,4,2,4,In-person,0.968
C02857,R060,D0427,P008,2024-07-06,4,2,5,In-person,1.109
C02858,R042,D0253,P005,2024-07-23,1,2,2,In-person,0.8
C02859,R005,D0800,P001,2024-07-01,1,1,2,In-person,0.644
C02860,R026,D0662,P005,2024-07-05,2,1,5,In-person,0.863
C02861,R018,D0417,P002,2024-07-29,3,1,4,In-person,0.967
C02862,R021,D0085,P005,2024-07-15,3,2,3,In-person,1.008
C02863,R038,D0468,P006,2024-07-18,1,1,2,In-person,0.761
C02864,R038,D0597,P001,2024-07-13,3,2,4,In-person,1.047
C02865,R044,D0774,P004,2024-07-21,3,2,2,In-person,0.841
C02866,R028,D0435,P001,2024-07-24,4,1,6,In-person,1.024
C02867,R036,D0149,P001,2024-07-25,2,1,4,In-person,0.871
C02868,R031,D0579,P002,2024-07-08,1,1,2,Virtual,0.716
C02869,R057,D0107,P007,2024-07-20,3,2,5,In-person,0.964
C02870,R021,D0234,P004,2024-07-25,3,1,0,In-person,0.79
C02871,R035,D0770,P001,2024-07-13,3,2,5,In-person,1.007
C02872,R027,D0690,P006,2024-07-12,3,2,2,In-person,1.049
C02873,R033,D0811,P005,2024-07-20,1,2,1,In-person,0.94
C02874,R031,D0391,P002,2024-07-18,1,1,5,In-person,0.906
C02875,R060,D0624,P005,2024-07-08,2,1,4,In-person,0.727
C02876,R015,D0563,P002,2024-07-30,4,1,0,In-person,0.845
C02877,R024,D0178,P006,2024-07-18,3,2,1,Virtual,1.011
C02878,R013,D0782,P008,2024-07-18,3,1,3,In-person,1.008
C02879,R047,D0843,P003,2024-07-07,4,1,4,In-person,0.915
C02880,R055,D0154,P006,2024-07-21,2,2,5,In-person,0.975
C02881,R069,D0669,P001,2024-07-29,2,1,2,In-person,0.725
C02882,R025,D0388,P004,2024-07-23,3,1,5,In-person,0.962
C02883,R004,D0458,P008,2024-07-16,1,2,5,Clinic Camp,0.839
C02884,R023,D0447,P001,2024-07-20,2,1,2,In-person,0.831
C02885,R017,D0163,P008,2024-07-08,3,1,6,In-person,0.861
C02886,R060,D0139,P001,2024-07-02,2,1,6,In-person,0.757
C02887,R071,D0404,P004,2024-07-20,1,1,2,In-person,0.994
C02888,R056,D0657,P002,2024-07-06,2,1,3,Clinic Camp,0.84
C02889,R061,D0686,P001,2024-07-03,4,1,6,Clinic Camp,1.199
C02890,R066,D0211,P003,2024-07-25,2,2,3,In-person,1.045
C02891,R047,D0739,P005,2024-07-14,4,1,5,Clinic Camp,0.879
C02892,R071,D0284,P006,2024-07-27,3,1,5,Virtual,0.969
C02893,R017,D0491,P003,2024-07-27,1,1,3,In-person,0.66
C02894,R064,D0360,P004,2024-07-04,4,2,2,In-person,1.022
C02895,R009,D0424,P002,2024-07-24,3,1,3,In-person,0.753
C02896,R027,D0527,P006,2024-07-11,3,2,5,Clinic Camp,0.904
C02897,R045,D0518,P002,2024-07-22,3,2,2,In-person,0.908
C02898,R065,D0462,P007,2024-07-02,1,1,5,In-person,0.756
C02899,R045,D0386,P002,2024-07-15,2,1,1,In-person,0.801
C02900,R020,D0636,P006,2024-07-20,4,2,3,Virtual,0.981
C02901,R071,D0327,P003,2024-07-14,3,1,0,Clinic Camp,0.862
C02902,R045,D0386,P008,2024-07-18,2,2,5,Clinic Camp,1.051
C02903,R054,D0060,P003,2024-07-01,2,2,4,In-person,0.964
C02904,R006,D0744,P008,2024-07-01,3,2,0,Clinic Camp,0.935
C02905,R034,D0098,P007,2024-07-19,2,2,1,Clinic Camp,0.915
C02906,R061,D0701,P004,2024-07-13,2,1,3,Clinic Camp,0.719
C02907,R070,D0637,P004,2024-07-18,3,2,3,In-person,1.07
C02908,R059,D0826,P003,2024-07-12,2,1,0,In-person,0.684
C02909,R062,D0014,P004,2024-07-01,3,1,6,Clinic Camp,1.082
C02910,R036,D0152,P004,2024-07-22,3,1,3,In-person,0.966
C02911,R067,D0021,P002,2024-07-05,3,1,4,In-person,0.967
C02912,R008,D0419,P003,2024-07-25,3,1,5,In-person,0.988
C02913,R049,D0792,P008,2024-07-01,2,1,1,Clinic Camp,0.798
C02914,R023,D0583,P008,2024-07-29,3,1,2,In-person,0.823
C02915,R020,D0638,P001,2024-07-08,3,2,5,In-person,0.955
C02916,R062,D0693,P006,2024-07-28,2,2,5,Clinic Camp,1.1
C02917,R046,D0042,P002,2024-07-01,2,2,1,In-person,0.896
C02918,R014,D0653,P006,2024-07-14,3,1,2,In-person,0.797
C02919,R010,D0216,P005,2024-07-13,3,1,5,In-person,0.981
C02920,R009,D0673,P008,2024-07-06,2,2,2,In-person,0.933
C02921,R018,D0595,P006,2024-07-15,2,1,0,In-person,0.754
C02922,R043,D0586,P007,2024-07-07,4,1,3,In-person,0.902
C02923,R022,D0351,P007,2024-07-14,3,1,0,Virtual,0.909
C02924,R068,D0596,P006,2024-07-12,3,1,4,In-person,0.998
C02925,R064,D0422,P004,2024-07-07,2,1,6,In-person,0.914
C02926,R002,D0628,P003,2024-07-25,4,2,0,In-person,1.016
C02927,R062,D0412,P003,2024-07-17,2,1,1,In-person,0.735
C02928,R011,D0390,P003,2024-07-26,4,1,3,In-person,1.012
C02929,R042,D0195,P003,2024-07-26,1,2,1,In-person,0.767
C02930,R053,D0310,P003,2024-07-09,1,2,3,In-person,0.752
C02931,R044,D0646,P005,2024-07-10,3,1,1,Virtual,0.958
C02932,R048,D0713,P003,2024-07-30,4,1,4,Clinic Camp,0.91
C02933,R033,D0121,P003,2024-07-10,1,1,2,Virtual,0.594
C02934,R051,D0166,P006,2024-07-03,3,2,6,Virtual,1.153
C02935,R005,D0453,P003,2024-07-17,2,2,5,In-person,0.82
C02936,R049,D0613,P001,2024-07-30,1,1,6,Clinic Camp,0.787
C02937,R017,D0130,P001,2024-07-08,2,1,1,In-person,0.71
C02938,R037,D0251,P007,2024-07-20,3,1,6,In-person,0.9
C02939,R043,D0021,P008,2024-07-11,3,2,0,In-person,1.118
C02940,R060,D0062,P006,2024-07-12,4,1,1,In-person,0.93
C02941,R041,D0083,P001,2024-07-15,4,1,6,Virtual,1.057
C02942,R069,D0548,P005,2024-07-05,1,2,6,Clinic Camp,0.971
C02943,R036,D0804,P003,2024-07-12,4,2,2,Clinic Camp,0.994
C02944,R052,D0356,P003,2024-07-09,1,2,5,In-person,0.976
C02945,R052,D0169,P008,2024-07-26,4,1,0,In-person,0.95
C02946,R058,D0734,P007,2024-07-08,4,2,2,In-person,1.106
C02947,R046,D0176,P006,2024-07-27,4,1,0,Clinic Camp,0.862
C02948,R015,D0114,P005,2024-07-01,1,1,3,In-person,0.8
C02949,R050,D0156,P005,2024-07-13,1,2,6,In-person,0.907
C02950,R056,D0371,P008,2024-07-09,4,2,4,In-person,1.172
C02951,R034,D0542,P006,2024-07-14,2,2,3,In-person,0.881
C02952,R069,D0283,P005,2024-07-24,2,2,1,In-person,1.051
C02953,R067,D0399,P001,2024-07-30,2,1,4,Virtual,0.879
C02954,R041,D0425,P008,2024-07-23,1,2,2,Clinic Camp,0.826
C02955,R066,D0750,P007,2024-07-16,1,1,4,In-person,0.763
C02956,R059,D0593,P003,2024-07-16,1,1,0,In-person,0.709
C02957,R055,D0569,P003,2024-07-31,4,1,3,Clinic Camp,0.924
C02958,R003,D0296,P008,2024-07-31,1,1,3,Clinic Camp,0.817
C02959,R003,D0564,P008,2024-07-24,4,1,5,In-person,1.009
C02960,R015,D0767,P004,2024-07-06,1,2,6,Clinic Camp,1.063
C02961,R071,D0516,P002,2024-07-09,3,2,6,In-person,1.013
C02962,R011,D0691,P007,2024-07-09,2,2,2,In-person,0.896
C02963,R071,D0031,P006,2024-07-08,4,2,4,Clinic Camp,1.047
C02964,R048,D0620,P008,2024-07-30,1,1,4,Virtual,0.932
C02965,R067,D0797,P005,2024-07-05,3,2,5,In-person,0.914
C02966,R048,D0523,P005,2024-07-27,4,1,5,In-person,1.017
C02967,R007,D0780,P002,2024-07-25,2,1,0,In-person,0.805
C02968,R050,D0582,P005,2024-07-17,2,1,5,In-person,0.78
C02969,R063,D0196,P003,2024-07-10,1,2,3,Virtual,1.065
C02970,R072,D0493,P002,2024-07-09,4,1,6,Virtual,0.954
C02971,R007,D0547,P007,2024-07-21,4,2,4,In-person,1.085
C02972,R012,D0145,P003,2024-07-21,2,2,2,Clinic Camp,1.041
C02973,R062,D0115,P002,2024-07-17,3,1,1,In-person,0.838
C02974,R029,D0236,P008,2024-07-18,4,1,6,In-person,1.039
C02975,R038,D0469,P008,2024-07-26,2,1,1,Clinic Camp,0.77
C02976,R071,D0101,P004,2024-07-24,1,2,0,In-person,0.796
C02977,R056,D0633,P003,2024-07-24,1,2,0,In-person,0.887
C02978,R008,D0171,P002,2024-07-09,4,2,3,Virtual,1.03
C02979,R026,D0829,P006,2024-07-02,4,2,1,In-person,0.816
C02980,R031,D0579,P005,2024-07-15,1,1,4,In-person,0.779
C02981,R066,D0249,P005,2024-07-11,4,1,5,In-person,1.015
C02982,R044,D0355,P007,2024-07-11,4,1,2,In-person,0.972
C02983,R027,D0619,P004,2024-07-17,3,2,0,Clinic Camp,0.925
C02984,R001,D0033,P006,2024-07-29,2,1,2,In-person,0.747
C02985,R057,D0677,P006,2024-07-25,4,2,4,In-person,1.062
C02986,R028,D0413,P007,2024-07-21,4,1,5,Clinic Camp,1.151
C02987,R005,D0222,P006,2024-07-23,2,2,0,In-person,0.867
C02988,R031,D0768,P001,2024-07-13,2,1,6,In-person,0.94
C02989,R039,D0533,P005,2024-07-18,4,2,4,Clinic Camp,0.999
C02990,R049,D0113,P008,2024-07-14,4,1,3,Virtual,0.951
C02991,R032,D0537,P005,2024-07-26,3,1,1,Virtual,0.788
C02992,R036,D0361,P005,2024-07-31,3,1,6,In-person,1.061
C02993,R028,D0584,P005,2024-07-14,3,1,1,In-person,0.744
C02994,R005,D0453,P005,2024-07-23,2,1,3,Clinic Camp,0.864
C02995,R068,D0847,P004,2024-07-02,4,2,3,In-person,1.091
C02996,R048,D0726,P008,2024-07-13,2,1,3,Clinic Camp,0.856
C02997,R009,D0049,P001,2024-07-27,4,2,1,Clinic Camp,0.84
C02998,R061,D0270,P007,2024-07-22,4,2,6,Virtual,0.956
C02999,R065,D0163,P002,2024-07-17,2,1,2,In-person,0.825
C03000,R068,D0443,P002,2024-07-07,4,1,4,Virtual,0.918
C03001,R036,D0145,P005,2024-07-26,4,2,4,In-person,1.031
C03002,R032,D0480,P006,2024-07-31,2,2,1,In-person,0.854
C03003,R040,D0105,P008,2024-07-13,3,2,6,Clinic Camp,0.964
C03004,R007,D0547,P003,2024-07-26,3,1,3,Virtual,0.806
C03005,R016,D0400,P001,2024-07-19,1,1,4,In-person,0.782
C03006,R007,D0842,P003,2024-07-13,3,1,4,In-person,0.77
C03007,R015,D0767,P005,2024-07-11,3,1,3,Virtual,0.864
C03008,R022,D0464,P003,2024-07-16,3,2,4,Clinic Camp,0.959
C03009,R002,D0333,P003,2024-07-13,2,1,3,In-person,0.832
C03010,R009,D0677,P008,2024-07-20,3,2,5,Clinic Camp,1.221
C03011,R025,D0611,P005,2024-07-05,3,1,3,In-person,0.825
C03012,R012,D0145,P006,2024-07-15,4,2,5,In-person,1.133
C03013,R006,D0338,P006,2024-07-23,2,2,3,In-person,0.942
C03014,R027,D0825,P004,2024-07-27,1,1,6,In-person,0.863
C03015,R028,D0278,P006,2024-07-09,1,1,3,In-person,0.747
C03016,R012,D0047,P008,2024-07-19,4,1,4,In-person,1.107
C03017,R049,D0751,P006,2024-07-10,1,2,3,In-person,0.909
C03018,R005,D0828,P003,2024-07-25,2,2,2,Clinic Camp,0.962
C03019,R054,D0603,P007,2024-07-11,4,1,5,Clinic Camp,0.897
C03020,R035,D0567,P002,2024-07-21,1,1,4,In-person,0.79
C03021,R063,D0235,P001,2024-07-14,1,2,2,Clinic Camp,0.795
C03022,R055,D0395,P004,2024-07-09,3,2,5,Clinic Camp,0.961
C03023,R016,D0746,P005,2024-07-18,3,1,0,Clinic Camp,0.8
C03024,R030,D0744,P004,2024-07-20,1,2,0,In-person,0.796
C03025,R038,D0468,P003,2024-08-22,3,2,4,Clinic Camp,1.049
C03026,R037,D0251,P003,2024-08-25,3,1,3,Clinic Camp,0.983
C03027,R015,D0179,P008,2024-08-21,1,1,5,In-person,0.875
C03028,R015,D0004,P003,2024-08-27,2,1,4,Virtual,0.875
C03029,R038,D0468,P007,2024-08-14,2,2,5,In-person,0.964
C03030,R040,D0478,P003,2024-08-16,4,2,1,Virtual,1.002
C03031,R017,D0531,P001,2024-08-15,2,1,1,In-person,0.778
C03032,R058,D0640,P001,2024-08-18,4,1,1,In-person,0.876
C03033,R048,D0312,P002,2024-08-05,4,2,4,In-person,1.048
C03034,R052,D0169,P007,2024-08-27,1,1,4,In-person,0.81
C03035,R015,D0764,P004,2024-08-17,4,1,6,Clinic Camp,1.151
C03036,R055,D0661,P006,2024-08-18,1,1,1,In-person,0.716
C03037,R031,D0476,P008,2024-08-28,2,1,0,In-person,0.715
C03038,R066,D0025,P001,2024-08-15,1,2,6,In-person,0.986
C03039,R057,D0403,P001,2024-08-15,1,2,3,In-person,0.694
C03040,R064,D0529,P008,2024-08-18,3,1,2,In-person,0.969
C03041,R015,D0764,P005,2024-08-30,3,1,2,In-person,0.771
C03042,R051,D0527,P005,2024-08-08,3,1,6,In-person,1.011
C03043,R045,D0311,P003,2024-08-05,2,2,5,In-person,0.922
C03044,R072,D0312,P007,2024-08-04,4,2,1,Clinic Camp,1.054
C03045,R070,D0351,P006,2024-08-23,2,2,2,In-person,1.073
C03046,R028,D0005,P003,2024-08-01,3,1,6,In-person,0.891
C03047,R031,D0154,P006,2024-08-22,2,1,5,Clinic Camp,0.79
C03048,R008,D0623,P001,2024-08-28,1,2,5,In-person,0.896
C03049,R012,D0304,P002,2024-08-22,3,2,1,In-person,1.08
C03050,R004,D0680,P002,2024-08-06,4,2,4,In-person,1.096
C03051,R020,D0431,P007,2024-08-21,2,1,0,In-person,0.784
C03052,R003,D0825,P006,2024-08-14,2,1,3,Clinic Camp,0.848
C03053,R009,D0143,P001,2024-08-01,4,2,0,In-person,0.93
C03054,R063,D0179,P008,2024-08-07,1,2,1,In-person,0.832
C03055,R057,D0541,P007,2024-08-24,2,1,1,In-person,0.767
C03056,R012,D0759,P004,2024-08-18,2,1,1,In-person,0.904
C03057,R032,D0173,P002,2024-08-16,2,2,5,In-person,1.024
C03058,R044,D0511,P004,2024-08-25,2,2,2,Clinic Camp,0.8
C03059,R036,D0158,P005,2024-08-17,4,2,1,In-person,1.005
C03060,R010,D0542,P006,2024-08-31,1,2,6,In-person,0.95
C03061,R041,D0491,P003,2024-08-02,2,1,0,Virtual,0.701
C03062,R013,D0489,P001,2024-08-09,4,2,1,Clinic Camp,0.942
C03063,R037,D0199,P005,2024-08-06,1,2,5,In-person,0.853
C03064,R069,D0215,P006,2024-08-13,3,2,3,In-person,1.022
C03065,R047,D0515,P003,2024-08-29,1,1,2,Clinic Camp,0.829
C03066,R039,D0235,P006,2024-08-13,3,2,2,Clinic Camp,0.995
C03067,R065,D0561,P005,2024-08-10,3,2,4,In-person,1.209
C03068,R024,D0097,P005,2024-08-03,3,2,2,In-person,0.922
C03069,R061,D0209,P001,2024-08-13,3,1,0,In-person,0.909
C03070,R042,D0074,P003,2024-08-08,3,2,6,In-person,0.959
C03071,R025,D0033,P003,2024-08-06,3,1,6,In-person,1.087
C03072,R009,D0250,P007,2024-08-05,3,1,1,In-person,0.977
C03073,R062,D0468,P007,2024-08-20,1,1,3,In-person,0.821
C03074,R030,D0136,P007,2024-08-22,1,1,3,Virtual,0.625
C03075,R016,D0073,P004,2024-08-23,1,2,0,In-person,0.856
C03076,R004,D0719,P003,2024-08-02,3,2,2,In-person,0.91
C03077,R025,D0521,P004,2024-08-29,2,2,4,In-person,0.978
C03078,R067,D0631,P007,2024-08-16,2,1,0,In-person,0.664
C03079,R058,D0542,P005,2024-08-18,2,2,2,In-person,0.928
C03080,R050,D0151,P005,2024-08-28,4,1,1,In-person,0.91
C03081,R056,D0517,P004,2024-08-09,2,2,2,In-person,0.844
C03082,R047,D0739,P006,2024-08-16,2,1,4,In-person,0.899
C03083,R030,D0512,P007,2024-08-03,3,2,2,In-person,0.972
C03084,R027,D0716,P006,2024-08-16,4,1,5,Virtual,0.994
C03085,R010,D0755,P004,2024-08-09,3,2,3,In-person,1.053
C03086,R019,D0457,P007,2024-08-06,4,2,4,Clinic Camp,1.234
C03087,R023,D0055,P008,2024-08-20,3,2,4,In-person,1.034
C03088,R020,D0607,P007,2024-08-05,4,1,5,In-person,0.866
C03089,R033,D0791,P008,2024-08-31,3,1,1,In-person,0.743
C03090,R008,D0502,P003,2024-08-08,3,2,6,In-person,1.054
C03091,R053,D0731,P004,2024-08-03,3,2,5,In-person,1.112
C03092,R029,D0466,P002,2024-08-14,2,1,1,Clinic Camp,0.809
C03093,R066,D0368,P003,2024-08-13,1,1,0,In-person,0.751
C03094,R067,D0797,P006,2024-08-21,2,1,0,Virtual,0.775
C03095,R011,D0153,P006,2024-08-21,3,2,4,Virtual,1.089
C03096,R030,D0512,P001,2024-08-19,3,1,2,In-person,0.935
C03097,R034,D0104,P007,2024-08-18,1,1,1,In-person,0.646
C03098,R009,D0629,P002,2024-08-25,4,2,2,Virtual,1.082
C03099,R051,D0803,P002,2024-08-21,3,1,3,Virtual,0.781
C03100,R024,D0738,P005,2024-08-05,3,1,0,In-person,0.886
C03101,R061,D0150,P002,2024-08-15,2,2,3,Clinic Camp,0.901
C03102,R043,D0634,P008,2024-08-22,3,2,0,Virtual,0.953
C03103,R059,D0741,P002,2024-08-09,3,1,4,Clinic Camp,0.948
C03104,R064,D0709,P002,2024-08-27,2,1,0,In-person,0.803
C03105,R022,D0418,P007,2024-08-15,4,2,5,In-person,1.213
C03106,R013,D0087,P003,2024-08-10,1,2,1,In-person,0.821
C03107,R045,D0311,P006,2024-08-12,2,2,3,In-person,0.939
C03108,R041,D0617,P006,2024-08-20,2,1,2,In-person,0.922
C03109,R016,D0529,P002,2024-08-22,1,2,6,In-person,1.06
C03110,R055,D0429,P005,2024-08-08,1,1,5,In-person,0.799
C03111,R003,D0177,P005,2024-08-06,4,2,6,In-person,1.077
C03112,R026,D0662,P001,2024-08-03,4,2,5,Clinic Camp,1.063
C03113,R070,D0351,P007,2024-08-16,2,1,6,Virtual,0.924
C03114,R019,D0399,P007,2024-08-29,2,2,1,In-person,0.872
C03115,R035,D0785,P008,2024-08-30,2,1,2,Clinic Camp,0.676
C03116,R054,D0006,P001,2024-08-18,3,2,5,In-person,1.12
C03117,R001,D0157,P002,2024-08-17,2,2,0,In-person,0.935
C03118,R040,D0787,P007,2024-08-16,1,1,1,In-person,0.82
C03119,R055,D0769,P003,2024-08-08,2,1,5,In-person,0.978
C03120,R066,D0244,P006,2024-08-13,3,1,2,Clinic Camp,0.901
C03121,R044,D0847,P003,2024-08-30,3,1,1,In-person,0.889
C03122,R067,D0140,P002,2024-08-20,1,1,2,Clinic Camp,0.827
C03123,R054,D0059,P005,2024-08-08,4,1,5,In-person,0.913
C03124,R065,D0384,P002,2024-08-03,3,2,3,In-person,0.966
C03125,R052,D0363,P002,2024-08-24,3,2,0,In-person,0.935
C03126,R065,D0018,P005,2024-08-28,4,1,3,In-person,1.048
C03127,R023,D0116,P002,2024-08-04,3,2,5,In-person,0.987
C03128,R069,D0669,P002,2024-08-12,3,1,1,In-person,0.811
C03129,R042,D0417,P007,2024-08-27,4,1,0,In-person,0.886
C03130,R018,D0417,P005,2024-08-08,4,2,4,Virtual,1.12
C03131,R016,D0831,P005,2024-08-06,4,1,6,Virtual,1.023
C03132,R042,D0210,P002,2024-08-13,3,1,0,In-person,0.734
C03133,R042,D0694,P002,2024-08-13,1,2,4,Clinic Camp,0.772
C03134,R046,D0262,P004,2024-08-15,2,1,5,In-person,0.881
C03135,R031,D0771,P004,2024-08-30,3,1,1,In-person,0.882
C03136,R066,D0618,P004,2024-08-31,2,2,1,Clinic Camp,0.89
C03137,R062,D0190,P002,2024-08-18,1,1,3,Virtual,0.726
C03138,R033,D0181,P008,2024-08-03,2,2,4,In-person,1.005
C03139,R003,D0564,P003,2024-08-09,2,1,3,In-person,0.864
C03140,R014,D0468,P007,2024-08-06,1,1,1,Virtual,0.755
C03141,R002,D0221,P004,2024-08-01,4,2,6,In-person,1.148
C03142,R035,D0269,P004,2024-08-12,2,2,2,In-person,1.034
C03143,R005,D0816,P001,2024-08-01,4,1,3,In-person,0.892
C03144,R040,D0592,P006,2024-08-18,4,2,3,In-person,1.03
C03145,R029,D0146,P001,2024-08-09,4,1,3,In-person,0.947
C03146,R046,D0590,P006,2024-08-23,4,2,2,In-person,1.147
C03147,R022,D0102,P008,2024-08-17,2,2,2,In-person,0.876
C03148,R001,D0388,P003,2024-08-30,1,2,0,In-person,0.737
C03149,R051,D0040,P008,2024-08-16,1,1,5,In-person,0.792
C03150,R068,D0636,P006,2024-08-05,3,1,2,In-person,0.894
C03151,R037,D0087,P001,2024-08-29,1,2,0,Clinic Camp,0.896
C03152,R049,D0157,P002,2024-08-10,1,1,0,In-person,0.68
C03153,R059,D0203,P006,2024-08-24,1,2,6,In-person,0.853
C03154,R057,D0143,P006,2024-08-25,2,1,2,Clinic Camp,0.743
C03155,R022,D0063,P001,2024-08-29,2,2,4,In-person,0.914
C03156,R004,D0413,P006,2024-08-20,2,1,3,In-person,1.039
C03157,R020,D0722,P007,2024-08-16,3,1,5,In-person,0.971
C03158,R038,D0247,P001,2024-08-12,4,2,6,In-person,1.166
C03159,R032,D0633,P008,2024-08-14,3,1,5,In-person,0.94
C03160,R066,D0407,P005,2024-08-25,3,1,6,Virtual,0.969
C03161,R062,D0198,P005,2024-08-18,1,2,1,In-person,0.881
C03162,R034,D0044,P001,2024-08-02,1,1,3,In-person,0.809
C03163,R024,D0610,P005,2024-08-12,1,1,2,In-person,0.774
C03164,R028,D0027,P004,2024-08-29,4,1,5,Clinic Camp,1.011
C03165,R021,D0293,P003,2024-08-07,1,2,1,In-person,0.79
C03166,R017,D0018,P007,2024-08-15,4,1,5,In-person,1.044
C03167,R061,D0660,P002,2024-08-26,4,1,1,In-person,0.945
C03168,R045,D0832,P001,2024-08-10,4,1,4,In-person,1.163
C03169,R031,D0350,P004,2024-08-22,2,2,0,In-person,0.954
C03170,R061,D0251,P006,2024-08-25,1,1,5,In-person,0.746
C03171,R011,D0507,P002,2024-08-11,1,1,5,Clinic Camp,0.706
C03172,R054,D0532,P008,2024-08-28,4,1,3,In-person,0.942
C03173,R050,D0326,P006,2024-08-14,2,2,3,Clinic Camp,0.837
C03174,R071,D0298,P008,2024-08-10,2,1,3,In-person,0.797
C03175,R011,D0191,P004,2024-08-07,1,1,4,In-person,0.704
C03176,R047,D0187,P001,2024-08-09,2,1,3,In-person,0.808
C03177,R023,D0472,P002,2024-08-18,2,1,3,In-person,0.809
C03178,R050,D0689,P005,2024-08-07,3,1,3,In-person,0.916
C03179,R056,D0623,P005,2024-08-12,4,1,0,Virtual,0.903
C03180,R072,D0396,P006,2024-08-23,2,2,3,Clinic Camp,0.852
C03181,R040,D0592,P007,2024-08-28,2,1,3,Clinic Camp,0.931
C03182,R010,D0410,P007,2024-08-22,2,1,6,In-person,0.92
C03183,R071,D0284,P005,2024-08-17,1,2,2,Clinic Camp,0.792
C03184,R036,D0304,P001,2024-08-22,1,1,6,In-person,0.747
C03185,R033,D0424,P005,2024-08-13,1,1,6,Clinic Camp,0.701
C03186,R059,D0342,P007,2024-08-09,1,2,5,Virtual,0.767
C03187,R060,D0745,P007,2024-08-24,1,1,4,In-person,0.866
C03188,R034,D0111,P007,2024-08-05,1,2,2,In-person,0.911
C03189,R027,D0071,P001,2024-08-29,4,2,1,In-person,0.981
C03190,R047,D0378,P004,2024-08-14,1,2,5,In-person,0.999
C03191,R054,D0060,P005,2024-08-26,3,1,4,Clinic Camp,0.971
C03192,R060,D0152,P002,2024-08-04,1,2,5,In-person,0.906
C03193,R058,D0231,P004,2024-08-16,2,2,3,In-person,0.993
C03194,R013,D0015,P001,2024-08-14,3,2,6,In-person,1.097
